"","Occur_date","Occur_weekday","incident","cases","time","location","release","zip","lat","lon"
"1670","2019-06-18","Tuesday","Weapons Violation","2019-236638","18:13","E. Lakeside St.","PIO Joel Despain",53715,43.0559834,-89.3813559
"1671","2019-06-18","Tuesday","Information","2019-235774","09:21","413 Dempsey Rd. (St. Dennis Catholic Church)","PIO Joel Despain",53714,43.0905445,-89.3156475
"1672","2019-06-18","Tuesday","Domestic/Family Trouble","2019-235595","07:19","6800 block Schroeder Rd.","PIO Joel Despain",53711,43.0478509,-89.501721
"1673","2019-06-17","Monday","Theft","2019-234917","18:42","200 block Beld St.","PIO Joel Despain",NA,43.0478811,-89.3928225
"1674","2019-06-17","Monday","Robbery","2019-235152","21:08","1300 block Northport Dr.","PIO Joel Despain",53704,43.1359956,-89.3756562
"1675","2019-06-17","Monday","Weapons Violation","2019-00234716","16:49","10 block Park Heights Court","Lt. Scott Kleinfeldt",53711,43.0363624,-89.4969672
"1676","2019-06-15","Saturday","Residential Burglary","2019-231746","17:50","2500 block Calypso Rd.","PIO Joel Despain",53704,43.125212,-89.3662525
"1677","2019-06-15","Saturday","Residential Burglary","2019-230983","05:00","700 block Northport Dr.","PIO Joel Despain",53704,43.1392852,-89.3852788
"1678","2019-06-15","Saturday","Battery","2019-231159","10:20","401 West Shore Dr (Brittingham Park Shelter)","P.O. Joseph Buccellato",53715,43.0627121,-89.3997257
"1679","2019-06-15","Saturday","Weapons Violation","2019-230855","02:37","Cottage Grove Rd. (at Dempsey Rd.)","PIO Joel Despain",NA,43.0844945,-89.2874681
"1680","2019-06-15","Saturday","Weapons Violation","2019-230855","02:37","Cottage Grove Rd. (at Dempsey Rd.)","PIO Joel Despain",NA,43.0844945,-89.2874681
"1681","2019-06-15","Saturday","Missing Adult","2019-231815","18:45","510 N Gammon Road","Sgt. Nicholas Ellis",53717,43.0738359,-89.5028224
"1682","2019-06-13","Thursday","Drug Investigation","2019-123433","18:00","3800 block Whitman Lane","PIO Joel Despain",53704,43.1346725,-89.3553898
"1683","2019-06-13","Thursday","Battery","2019-227223","00:30","430 N. Frances St. (State Street Campus Garage)","PIO Joel Despain",53703,43.074067,-89.396241
"1684","2019-06-13","Thursday","Robbery","2019-228603","20:07","437 N. Frances Street, Madison, WI (Hub Apartments)","Sgt. Nathan Becker",53703,43.0747751,-89.3955384
"1685","2019-06-12","Wednesday","Theft","2019-226989","20:38","1289 N. Sherman Ave. (Noah’s Ark Pet Center)","P.O. Michael Malloy",53704,43.1139405,-89.3629254
"1686","2019-06-12","Wednesday","Check Person","2019-226415","14:31","214 N. Carroll St. (State Street Capitol Parking Ramp)","PIO Joel Despain",53703,43.0753667,-89.388021
"1687","2019-06-12","Wednesday","Drug Investigation","2019-226310","12:30","2402 W. Broadway (Kwik Trip)","PIO Joel Despain",53713,43.0475979,-89.3517051
"1688","2019-06-11","Tuesday","Weapons Violation","2019-224177","06:04","2000 block McKenna Blvd.","PIO Joel Despain",53711,43.0317059,-89.4970321
"1689","2019-06-11","Tuesday","Weapons Violation","2019-225513","21:10","3900 Dempsey Rd.","PIO Joel Despain",53716,43.0836414,-89.3159864
"1690","2019-06-11","Tuesday","Robbery","2019-225627","23:09","122 E. Gilman Street, Madison, WI (Lakeshore Apartments)","Sgt. Nathan Becker",53703,43.0800392,-89.387893
"1691","2019-06-10","Monday","Traffic incident/Road Rage","2019-222676","09:25","N. Stoughton Rd. (at E. Washington Ave.)","PIO Joel Despain",NA,43.1324643,-89.3234972
"1692","2019-06-09","Sunday","Traffic Incident","2019-222225","22:45","E. Washington Ave/ Lien Rd.","Lt. Reginald Patterson",53714,43.1212579,-89.3177882
"1693","2019-06-09","Sunday","Weapons Violation","2019-220899","02:29","437 N. Frances St. (The Hub)","PIO Joel Despain",53703,43.0747751,-89.3955384
"1694","2019-06-09","Sunday","Robbery","2019-221571","14:16","4550 Verona Rd. (Home Depot parking lot)","PIO Joel Despain",53711,43.0362474,-89.4570313
"1695","2019-06-08","Saturday","Robbery","2019-219478","04:30","4600 block E. Washington Ave.","PIO Joel Despain",53704,43.1295617,-89.3075655
"1696","2019-06-07","Friday","Miscellaneous Sex Offense","2019-218603","17:46","2700 block Atwood Ave.","PIO Joel Despain",53704,43.0939354,-89.3445842
"1697","2019-06-07","Friday","Miscellaneous Sex Offense","2019-218603","17:46","2700 block Atwood Ave.","PIO Joel Despain",53704,43.0939354,-89.3445842
"1698","2019-06-06","Thursday","Battery","2019-215566","01:16","600 block State Street","PIO Joel Despain",53703,43.0749014,-89.3953941
"1699","2019-06-05","Wednesday","Robbery","2019-215535","23:30","500 block State Street","PIO Joel Despain",53703,43.074861,-89.3934697
"1700","2019-06-05","Wednesday","Arrested Person","2019-215236","19:37","1900 block Northport Dr.","PIO Joel Despain",53704,43.1292881,-89.3586594
"1701","2019-06-05","Wednesday","Death Investigation","2019-213946","08:30","Greenway Cross","PIO Joel Despain",NA,43.0313153,-89.4107382
"1702","2019-06-04","Tuesday","Traffic Incident","2019-213110","16:05","S. Gammon Rd. (at Park Ridge Dr.)","PIO Joel Despain",NA,43.0489742,-89.503249
"1703","2019-06-03","Monday","Information","2019-210976","11:05","1710 McKenna Blvd. (MPD West District)","PIO Joel Despain",53711,43.0336467,-89.4976197
"1704","2019-06-03","Monday","Missing Adult","2019-212134","23:30","2500 block S. Stoughton Rd","Sgt. Ryan Gibson",53716,43.0618339,-89.3099676
"1705","2019-06-02","Sunday","Robbery","2019-210427","22:45","800 block Kottke Dr.","PIO Joel Despain",53719,43.0487097,-89.5066877
"1706","2019-06-01","Saturday","Theft","2019-208268","14:16","Sunfish Court","PIO Joel Despain",53713,43.0282962,-89.4166248
"1707","2019-06-01","Saturday","Theft","2019-208695","19:35","7475 Mineral Point Rd. (Planet Fitness)","PIO Joel Despain",53717,43.059277,-89.512156
"1708","2019-06-01","Saturday","Non-Residential Burglary","2019-207823","07:27","922 S. Park St. (Ryan Brothers Ambulance Service)","PIO Joel Despain",53715,43.0576321,-89.399727
"1709","2019-05-30","Thursday","Sexual Assault","2019-205760","23:45","West Badger Road","PIO Joel Despain",53713,43.0386004,-89.4032631
"1710","2019-05-29","Wednesday","Battery","2019-203957","23:00","S. Brearly St. (Capital City Trail)","PIO Joel Despain",53703,43.0811603,-89.368448
"1711","2019-05-29","Wednesday","Battery","2019-203957","23:00","S. Brearly St. (Capital City Trail)","PIO Joel Despain",53703,43.0811603,-89.368448
"1712","2019-05-29","Wednesday","Drug Investigation","2019-125381","08:54","555 W. Mifflin St.","PIO Joel Despain",53703,43.0696507,-89.3932935
"1713","2019-05-28","Tuesday","Drug Investigation","2019-149325","08:30","1000 block Gilbert Rd.","PIO Joel Despain",53711,43.0434236,-89.473467
"1714","2019-05-27","Monday","Disturbance","2019-200348","16:46","1100 block Moorland Rd.","PIO Joel Despain",53713,43.0337008,-89.3667818
"1715","2019-05-27","Monday","Theft","2019-199780","03:57","1200 block Dayflower Dr","Sgt. Ryan Gibson",53719,43.0417506,-89.5166
"1716","2019-05-26","Sunday","Robbery","2019-198812","11:30","6700 block Schroeder Rd.","PIO Joel Despain",53711,43.0462657,-89.4965417
"1717","2019-05-26","Sunday","Weapons Violation","2019-199418","21:08","600 block E. Mifflin St","Sgt. Ryan Gibson",53703,43.0793924,-89.3798576
"1718","2019-05-26","Sunday","Robbery","2019-198530","03:00","S Park St","Lt. John Radovan",NA,43.0507929,-89.3944559
"1719","2019-05-26","Sunday","Intoxicated/Impaired Driver","2019-198408","02:47","4200 bl Nakoma Rd","Lt. John Radovan",53711,43.0447819,-89.4427858
"1720","2019-05-24","Friday","Missing Juvenile","2019-195826","15:33","Star Grass Dr.","PIO Joel Despain",53719,43.0368615,-89.5223385
"1721","2019-05-23","Thursday","Intoxicated/Impaired Driver","2019-194091","15:30","2700 block Hermina St.","PIO Joel Despain",53704,43.1015182,-89.3456272
"1722","2019-05-23","Thursday","Damaged Property","2019-194712","21:41","1300 block of Ruskin St.","Lt. Reginald Patterson",53704,43.1143318,-89.3614548
"1723","2019-05-23","Thursday","Weapons Violation","2019-193240","00:00","4000 block of E. Washington Ave","Sgt. Jason Sweeney",53704,43.1235208,-89.3148768
"1724","2019-05-22","Wednesday","Missing Adult","2019-192873","18:02","2300 block Post Rd.","PIO Joel Despain",53713,43.026944,-89.4185301
"1725","2019-05-22","Wednesday","Disturbance","2019-193016","20:47","1625 Northport Dr. (Warner Park)","PIO Joel Despain",53704,43.1316389,-89.3696923
"1726","2019-05-22","Wednesday","Drug Investigation","2019-152174","08:00","1100 block Petra Place","PIO Joel Despain",53713,43.0372577,-89.4047174
"1727","2019-05-20","Monday","Drug Investigation","2019-105592","11:15","3200 block Ridgeway Ave.","PIO Joel Despain",53704,43.109774,-89.3368505
"1728","2019-05-20","Monday","Drug Investigation","2019-105592","11:15","3200 block Ridgeway Ave.","PIO Joel Despain",53704,43.109774,-89.3368505
"1729","2019-05-20","Monday","Missing Juvenile","2019-189319","13:00","1300 block of Delaware Blvd","Sgt. Daniel Perez",53704,43.145197,-89.3735075
"1730","2019-05-20","Monday","Disturbance","2019-188994","10:30","101 S. Gammon Rd. (Jefferson Middle School)","PIO Joel Despain",53705,43.0656742,-89.5012726
"1731","2019-05-19","Sunday","Weapons Violation","2019-187461","02:44","Wickham Court","Lt. John Radovan",53711,43.0301728,-89.4983589
"1732","2019-05-19","Sunday","Exposure","2019-188215","18:25","Monterey Dr.","PIO Joel Despain",53704,43.1246952,-89.3684173
"1733","2019-05-19","Sunday","Weapons Violation","2019-187369","01:12","W Gorham St @ N Broom St","Lt. John Radovan",53703,43.0741772,-89.3925772
"1734","2019-05-18","Saturday","Weapons Violation","2019-186897","18:50","1700 block Thierer Rd.","PIO Joel Despain",53704,43.1221447,-89.31228
"1735","2019-05-18","Saturday","Battery","2019-187169","22:28","602 University Ave. (Wando's)","PIO Joel Despain",53715,43.0733802,-89.3959202
"1736","2019-05-18","Saturday","Residential Burglary","2019-187113","21:13","Golden Maple Rd.","PIO Joel Despain",53718,43.0993506,-89.2555096
"1737","2019-05-18","Saturday","Intoxicated/Impaired Driver","2019-186544","14:10","3140 Maple Valley Drive (Jiffy Lube)","Sgt. Nicholas Ellis",53719,43.0160564,-89.4975275
"1738","2019-05-17","Friday","Weapons Violation","2019-184852","10:26","900 block Vernon Ave.","PIO Joel Despain",53714,43.0858857,-89.3056481
"1739","2019-05-17","Friday","Check Person","2019-184652","07:17","100 block E. Gilman St. (Lake Mendota)","PIO Joel Despain",53703,43.0789883,-89.3875135
"1740","2019-05-16","Thursday","Theft","2019-183203","07:33","Bell-Aire Dr. (Highland Manor Mobile Home Park)","PIO Joel Despain",53713,43.0301739,-89.3582471
"1741","2019-05-14","Tuesday","Robbery","2019-188769","19:00","1500 block Troy Dr.","PIO Joel Despain",53704,43.1332953,-89.3690964
"1742","2019-05-14","Tuesday","Missing Juvenile","2019-181376","15:00","Tree Lane","PIO Joel Despain",53717,43.0639177,-89.5110919
"1743","2019-05-14","Tuesday","Robbery","2019-180190","09:33","2929 N. Sherman Ave. (Old National Bank)","PIO Joel Despain",53704,43.1289233,-89.3629625
"1744","2019-05-13","Monday","Battery","2019-179660","21:44","Post Rd. (at Turbot Dr.)","PIO Joel Despain",53713,43.0259191,-89.4112008
"1745","2019-05-13","Monday","Battery","2019-179660","21:44","Post Rd. (at Turbot Dr.)","PIO Joel Despain",53713,43.0259191,-89.4112008
"1746","2019-05-13","Monday","Information","2019-178431","07:27","1300 block W. Badger Rd.","PIO Joel Despain",53713,43.0392435,-89.4066916
"1747","2019-05-12","Sunday","Weapons Violation","2019-178131","22:13","700 block Odana Lane","PIO Joel Despain",53711,43.0498658,-89.4719197
"1748","2019-05-12","Sunday","Robbery","2019-178226","23:42","Oakbridge Court","PIO Joel Despain",53717,43.0630953,-89.5219913
"1749","2019-05-12","Sunday","Weapons Violation","2019-178115","21:54","200 block of Kennedy HTS","Lt. Reginald Patterson",53704,43.1402336,-89.3855684
"1750","2019-05-12","Sunday","Weapons Violation","2019-0177731","15:02","2900 Traceway Drive (Aldo Leopold Park)","Sgt. Matthew Baker",53713,43.0298981,-89.4193915
"1751","2019-05-11","Saturday","Robbery","2019-176760","19:28","Brompton Circle","PIO Joel Despain",53711,43.0299913,-89.4934007
"1752","2019-05-11","Saturday","Weapons Violation","2019-176221","11:05","West Beltline Highway (at S. Whitney Way)","PIO Joel Despain",NA,43.0428229,-89.4657145
"1753","2019-05-11","Saturday","Disturbance","2019-176399","14:10","East Washington Ave. (E. Johnson St.)","PIO Joel Despain",NA,43.1096584,-89.3353739
"1754","2019-05-10","Friday","Weapons Violation","2019-175233","17:15","6200 block Hammersley Rd.","PIO Joel Despain",53711,43.0391299,-89.4885302
"1755","2019-05-10","Friday","Weapons Violation","2019-174219","00:40","500 Block Northport Drive","PIO Joel Despain",53704,43.1406073,-89.3899165
"1756","2019-05-08","Wednesday","Intoxicated/Impaired Driver","2019-172231","15:13","John Nolen Dr. (S. Broom St.)","PIO Joel Despain",NA,43.0573668,-89.3830971
"1757","2019-05-08","Wednesday","Robbery","2019-172698","22:14","3700 block of Packers Avenue, Madison, WI","Sgt. Nathan Becker",53704,43.1335357,-89.355357
"1758","2019-05-07","Tuesday","Drug Investigation","2019-152178","09:00","2300 block Fish Hatchery Rd.","PIO Joel Despain",53713,43.0397949,-89.4045848
"1759","2019-05-06","Monday","Disturbance","2019-169927","22:45","2200 block Broadway Rd.","PIO Joel Despain",53713,43.0474662,-89.3496192
"1760","2019-05-06","Monday","Disturbance","2019-169927","22:45","2200 block Broadway Rd.","PIO Joel Despain",53713,43.0474662,-89.3496192
"1761","2019-05-05","Sunday","Non-Residential Burglary","2019-172092","01:30","S.Stoughton Rd.","PIO Joel Despain",NA,43.0732379,-89.3105106
"1762","2019-05-05","Sunday","Intoxicated/Impaired Driver","2019-167716","11:13","Junction Road (at Harbour Town Dr.)","PIO Joel Despain",NA,43.0673514,-89.5241444
"1763","2019-05-04","Saturday","Weapons Violation","2019-166827","18:29","O'Brien Court","PIO Joel Despain",53714,43.1002673,-89.2877714
"1764","2019-05-03","Friday","Traffic Incident","2019-165842","23:48","West Washington Ave. (at N. Broom St.)","PIO Joel Despain",NA,43.0685351,-89.3930027
"1765","2019-05-03","Friday","Robbery","2019-164371","05:05","East Wilson St.","PIO Joel Despain",53703,43.0801596,-89.3705723
"1766","2019-05-02","Thursday","Traffic Incident","2019-163881","18:19","5700 block Raymond Rd.","PIO Joel Despain",53711,43.0319618,-89.4769102
"1767","2019-05-02","Thursday","Weapons Violation","2019-164209","23:56","5000 block of  Milwaukee St.","Lt. Reginald Patterson",53714,43.0989128,-89.2971057
"1768","2019-05-02","Thursday","Traffic Incident","2019-163205","09:47","2200 block East Washington Ave.","PIO Joel Despain",53704,43.0962291,-89.3541054
"1769","2019-04-30","Tuesday","Disturbance","2019-160393","09:10","Balsam Road","PIO Joel Despain",53711,43.0308363,-89.480497
"1770","2019-04-30","Tuesday","Weapons Violation","2019-161166","19:20","802 W. Badger Rd. (South Transfer Point)","PIO Joel Despain",53713,43.0389415,-89.3946714
"1771","2019-04-30","Tuesday","Weapons Violation","2019-160621","12:00","101 S. Gammon Rd. (Jefferson Middle School parking lot)","PIO Joel Despain",53705,43.0656742,-89.5012726
"1772","2019-04-30","Tuesday","Traffic Incident","2019-160185","05:15","Whitney Way @ Crabapple Ln","Lt. John Radovan",53711,43.0347565,-89.4774842
"1773","2019-04-29","Monday","Residential Burglary","2019-160033","23:23","4900 block Paul Ave","Sgt. Ryan Gibson",53711,43.0379152,-89.461101
"1774","2019-04-29","Monday","Weapons Violation","2019-159969","21:57","3800 block Sycamore Dr","Sgt. Ryan Gibson",53714,43.1138073,-89.3193316
"1775","2019-04-29","Monday","Weapons Violation","2019-159836","20:18","2900 block of Milwaukee St","Sgt. Ryan Gibson",53704,43.0999189,-89.3415722
"1776","2019-04-29","Monday","Intoxicated/Impaired Driver","2019-00159570","16:47","S Stoughton Rd/Pflaum Rd","Lt. Scott Kleinfeldt",53716,43.0622803,-89.3102047
"1777","2019-04-28","Sunday","Battery","2019-158620","22:39","500 block State Street","PIO Joel Despain",53703,43.074861,-89.3934697
"1778","2019-04-28","Sunday","Weapons Violation","2019-157569","02:00","4822 E. Washington Ave. (Comfort Inn and Suites)","Sgt. Kurt Wege",53704,43.1346216,-89.3009336
"1779","2019-04-27","Saturday","Traffic Incident","2019-157421","23:10","Warwick Way (at Seminole Highway)","PIO Joel Despain",53711,43.0352728,-89.446722
"1780","2019-04-27","Saturday","Traffic Incident","2019-157421","23:10","Warwick Way (at Seminole Highway)","PIO Joel Despain",53711,43.0352728,-89.446722
"1781","2019-04-27","Saturday","Special Event","2019-00035362","12:00","W. Mifflin Street","PIO Lorie Anderson",53703,43.0722158,-89.3899998
"1782","2019-04-26","Friday","Intoxicated/Impaired Driver","2019-155700","17:30","Junction Road (at Old Sauk Road)","PIO Joel Despain",NA,43.0673514,-89.5241444
"1783","2019-04-26","Friday","Traffic Incident","2019-155195","12:27","Zor Shrine Rd","PIO Julie Laundrie",53719,43.0548368,-89.5137533
"1784","2019-04-25","Thursday","Disturbance","2019-154307","19:46","5700 block of Raymond Rd (Meadowridge Library)","PIO Julie Laundrie",53711,43.0319618,-89.4769102
"1785","2019-04-25","Thursday","Weapons Violation","2019-00154137","17:13","5700 block of Raymond Rd.","Lt. Scott Kleinfeldt",53711,43.0319618,-89.4769102
"1786","2019-04-24","Wednesday","Residential Burglary","2019-152173","12:00","N. Park St.","PIO Joel Despain",NA,43.0723529,-89.4007544
"1787","2019-04-24","Wednesday","Sexual Assault","2019-75747","09:00","702 Pflaum Rd. (Madison LaFollette High School)","PIO Joel Despain",53716,43.0648176,-89.3191372
"1788","2019-04-24","Wednesday","Battery","2019-152100","11:18","101 S. Gammon Rd. (Jefferson Middle School)","PIO Joel Despain",53705,43.0656742,-89.5012726
"1789","2019-04-24","Wednesday","Weapons Violation","2019-152782","18:49","1250 McKenna Blvd. (Elver Park)","PIO Joel Despain",53719,43.0384599,-89.5021874
"1790","2019-04-21","Sunday","Robbery","2019-148406","22:35","800 block E. Johnson St.","PIO Joel Despain",53703,43.0832095,-89.3779574
"1791","2019-04-20","Saturday","Weapons Violation","2019-145891","02:12","600 block E. Johnson St","Lt. John Radovan",53703,43.080691,-89.3815056
"1792","2019-04-20","Saturday","Theft","2019-146866","18:50","1100 block Regent St.","PIO Joel Despain",53715,43.0676967,-89.4040769
"1793","2019-04-20","Saturday","Intoxicated/Impaired Driver","2019-145872","01:50","W. Gorham St. (at Wisconsin Ave.)","PIO Joel Despain",53703,43.0754426,-89.3907848
"1794","2019-04-20","Saturday","Intoxicated/Impaired Driver","2019-145872","01:50","W. Gorham St. (at Wisconsin Ave.)","PIO Joel Despain",53703,43.0754426,-89.3907848
"1795","2019-04-20","Saturday","Weapons Violation","2019-145975","04:43","5200 block of Odana Rd","Sgt. Ryan Gibson",53711,43.0500667,-89.4672375
"1796","2019-04-19","Friday","Battery","2019-145140","16:50","Vernon Ave.","PIO Joel Despain",NA,43.0858857,-89.3056481
"1797","2019-04-19","Friday","Traffic Incident","2019-144940","14:32","Park Street (at Regent Street)","PIO Joel Despain",NA,43.0507929,-89.3944559
"1798","2019-04-19","Friday","Intoxicated/Impaired Driver","2019-00145227","17:43","USH Highway 12/Verona Rd","Lt. Scott Kleinfeldt",NA,43.0392951,-89.3827067
"1799","2019-04-19","Friday","Weapons Violation","2019-145452","20:06","Eastbound Hwy 12/18 @ Mineral Point Rd","Sgt. Ryan Gibson",NA,43.0392951,-89.3827067
"1800","2019-04-18","Thursday","Traffic Incident","2019-143745","17:11","S. Park Street (at Chandler Street)","PIO Joel Despain",NA,43.0507929,-89.3944559
"1801","2019-04-18","Thursday","Robbery","2019-144080","22:09","6202 Schroeder Road, Madison, Wisconsin (BP Gas Station)","Sgt. Nathan Becker",53711,43.0467269,-89.4870647
"1802","2019-04-17","Wednesday","Weapons Violation","2019-00142565","19:58","Leland Dr/Raymond Rd","Lt. Scott Kleinfeldt",53711,43.0319747,-89.4797731
"1803","2019-04-17","Wednesday","Injured Person","2019-141629","08:18","Di Loreto Ave.","PIO Joel Despain",53704,43.1447306,-89.3068338
"1804","2019-04-16","Tuesday","Exposure","2019-141154","20:33","1100 block Morraine View Dr.","PIO Joel Despain",53719,43.0425463,-89.5062897
"1805","2019-04-16","Tuesday","Arrested Person","2019-141205","21:16","4900 Mineral Point Rd.","PIO Joel Despain",53705,43.0609096,-89.4611564
"1806","2019-04-15","Monday","Weapons Violation","2019-139798","22:46","211 South Carroll St. (MPD Central District)","PIO Joel Despain",53703,43.0723971,-89.3825501
"1807","2019-04-15","Monday","Weapons Violation","2019-139688","20:44","3800 E. Washington Ave.","PIO Joel Despain",53704,43.1189483,-89.3215373
"1808","2019-04-15","Monday","Weapons Violation","2019-138679","09:03","5225 Femrite Dr.","PIO Joel Despain",53718,43.0511271,-89.2898476
"1809","2019-04-14","Sunday","Weapons Violation","2019-137341","01:30","211 South Carroll St. (MPD Central District)","PIO Joel Despain",53703,43.0723971,-89.3825501
"1810","2019-04-13","Saturday","Residential Burglary","2019-136410","04:30","Saint James Court","PIO Joel Despain",53715,43.0658563,-89.4056413
"1811","2019-04-13","Saturday","Traffic Incident","2019-136757","17:12","Waxwing Lane","PIO Joel Despain",53704,43.1319587,-89.3532824
"1812","2019-04-12","Friday","Residential Burglary","2019-135267","20:16","1600 block Fordem Ave.","PIO Joel Despain",53704,43.0933395,-89.3636741
"1813","2019-04-12","Friday","Residential Burglary","2019-135267","20:16","1600 block Fordem Ave.","PIO Joel Despain",53704,43.0933395,-89.3636741
"1814","2019-04-12","Friday","Intoxicated/Impaired Driver","2019-135786","21:38","800 block East Washington Ave.","PIO Joel Despain",53703,43.081473,-89.3753149
"1815","2019-04-12","Friday","Information","2019-130988","15:00","614 E Gorham St","Sgt. Javier Loredo",53703,43.0813926,-89.3828841
"1816","2019-04-12","Friday","Robbery","2019-135050","12:40","2929 N. Sherman Ave. (Old National Bank)","PIO Joel Despain",53704,43.1289233,-89.3629625
"1817","2019-04-12","Friday","Non-Residential Burglary","2019-134453","00:03","25 South Livingston St (The Sylvee)","Sgt. Ryan Gibson",53703,43.0808921,-89.3746604
"1818","2019-04-11","Thursday","Miscellaneous Sex Offense","2019-40036","07:15","400 block Cherry Hill Dr.","PIO Joel Despain",53717,43.0679865,-89.5254559
"1819","2019-04-11","Thursday","Drug Investigation","2019-082070","08:00","1500 block McKenna Blvd.","PIO Joel Despain",53711,43.0368925,-89.4979745
"1820","2019-04-11","Thursday","Weapons Violation","2019-134386","22:16","7900 block of Tree Lane","Sgt. Ryan Gibson",53717,43.0638411,-89.5196882
"1821","2019-04-10","Wednesday","Sexual Assault","2019-133828","16:00","2222 East Washington Ave. (East High School)","PIO Joel Despain",53704,43.0974734,-89.3550011
"1822","2019-04-09","Tuesday","Intoxicated/Impaired Driver","2019-130370","03:12","John Nolen/ North Shore Drive","Lt. Reginald Patterson",53703,43.0669956,-89.3855514
"1823","2019-04-08","Monday","Disturbance","2019-129768","16:11","802 W. Badger Rd. (South Transfer Point)","PIO Joel Despain",53713,43.0389415,-89.3946714
"1824","2019-04-08","Monday","Weapons Violation","2019-130124","20:58","2402 S. Park St. (McDonald's)","PIO Joel Despain",53713,43.0395054,-89.3946624
"1825","2019-04-08","Monday","Non-Residential Burglary","2019-128820","01:43","4 Collins Court (Phillips 66 gas station)","PIO Joel Despain",53716,43.0471808,-89.3055365
"1826","2019-04-08","Monday","Non-Residential Burglary","2019-128820","01:43","4 Collins Court (Phillips 66 gas station)","PIO Joel Despain",53716,43.0471808,-89.3055365
"1827","2019-04-08","Monday","Weapons Violation","2019-129190","10:23","2222 East Washington Ave. (East High School)","PIO Joel Despain",53704,43.0974734,-89.3550011
"1828","2019-04-08","Monday","Suspicious Person","2019-128825","01:45","10 block N. Broom St.","PIO Joel Despain",53703,43.071565,-89.3896306
"1829","2019-04-07","Sunday","Intoxicated/Impaired Driver","2019-128039","10:50","East Washington Ave. (at Zeier Rd.)","PIO Joel Despain",NA,43.1096584,-89.3353739
"1830","2019-04-07","Sunday","Information","2019-00128603","20:32","2701 Atwood Ave (Stalzys Deli)","Sgt. Blake Hoefs",53704,43.0937402,-89.3448899
"1831","2019-04-06","Saturday","Weapons Violation","2019-126902","15:29","2849 N. Sherman Ave. (Family Dollar)","PIO Joel Despain",53704,43.127668,-89.3619627
"1832","2019-04-05","Friday","Traffic Incident","2019-125938","21:33","S. Midvale Blvd. (at Travis Terrace)","PIO Joel Despain",NA,43.0527203,-89.4512186
"1833","2019-04-05","Friday","Weapons Violation","2019-125929","21:29","4301 East Towne Blvd. (Culver's parking lot)","PIO Joel Despain",53704,43.1253507,-89.3084236
"1834","2019-04-04","Thursday","Theft","2019-124188","17:54","East Towne Mall","PIO Joel Despain",53704,43.124897,-89.3052868
"1835","2019-04-04","Thursday","Miscellaneous Sex Offense","2019-123794","13:09","1 S. Park St. (UW Health Clinic)","PIO Joel Despain",53715,43.0670124,-89.399934
"1836","2019-04-04","Thursday","Traffic Incident","2019-123420","08:37","Hoboken Rd. (Lake Point Dr.)","PIO Joel Despain",53713,43.0490682,-89.3475193
"1837","2019-04-03","Wednesday","Theft","2019-122509","12:58","5702 Raymond Rd. (Walgreens)","PIO Joel Despain",53711,43.0324947,-89.4775406
"1838","2019-04-03","Wednesday","Theft","2019-76945","18:35","Milwaukee Street","PIO Joel Despain",NA,43.0988773,-89.3015781
"1839","2019-04-03","Wednesday","Theft","2019-122702","16:53","4301 Lien Road (Target)","PIO Joel Despain",53704,43.1188624,-89.3065327
"1840","2019-04-03","Wednesday","Battery","2019-122569","12:00","4800 block Hayes Rd.","PIO Joel Despain",53704,43.1379834,-89.300269
"1841","2019-04-03","Wednesday","Information","2019-121884","05:19","John Nolen Dr/Williamson St/Blair St","Lt. John Radovan",53703,43.0760614,-89.375604
"1842","2019-04-03","Wednesday","Information","2019-121884","05:19","John Nolen Dr/Williamson St/Blair St","Lt. John Radovan",53703,43.0760614,-89.375604
"1843","2019-04-02","Tuesday","Non-Residential Burglary","2019-120488","03:56","4905 Commercial Ave. (Capitol Petro Mart)","PIO Joel Despain",53704,43.1057763,-89.2976331
"1844","2019-04-01","Monday","Robbery","2019-00120272","21:25","2703 W Beltline Hwy (7-11 convenience store)","Sgt. Benjamin Schwarz",53713,43.0346068,-89.4233243
"1845","2019-04-01","Monday","Weapons Violation","2019-119436","10:15","West Terrace Drive","PIO Joel Despain",53718,43.1424158,-89.2942008
"1846","2019-04-01","Monday","Robbery","2019-00120068","18:03","2849 N Sherman Ave. (Family Dollar)","Lt. Scott Kleinfeldt",53704,43.127668,-89.3619627
"1847","2019-03-31","Sunday","Unwanted Person","2019-117871","12:30","1000 block Sherman Ave.","PIO Joel Despain",53703,43.0868051,-89.3757178
"1848","2019-03-30","Saturday","Residential Burglary","2019-119392","02:30","10 block S. Orchard St.","PIO Joel Despain",53715,43.0672985,-89.407572
"1849","2019-03-30","Saturday","Weapons Violation","2019-117440","16:30","201 W. Mifflin St. (Madison Public Library)","PIO Joel Despain",53703,43.073349,-89.3874442
"1850","2019-03-30","Saturday","Residential Burglary","2019-117093","09:00","1300 block W. Dayton St.","PIO Joel Despain",53706,43.0710654,-89.4073117
"1851","2019-03-29","Friday","Theft","2019-116454","19:46","201 S. Gammon Rd. (Memorial High School parking lot)","PIO Joel Despain",53705,43.063699,-89.5016456
"1852","2019-03-29","Friday","Unwanted Person","2019-116659","21:47","2800 block Tucson Trail","PIO Joel Despain",53719,43.0229743,-89.5121123
"1853","2019-03-29","Friday","Weapons Violation","2019-116722","23:47","200 block North Ingersoll St.","Sgt. David Compton",53703,43.086333,-89.3717577
